,ind,name,x,y,h,D
44,44,HR2-44,412032.20314186416,6163596.825286351,68.0,93
45,45,HR2-45,410508.040169064,6157876.091548784,68.0,93
46,46,HR2-46,411511.0635759202,6162234.386972878,68.0,93
47,47,HR2-47,410988.9834031602,6162393.373088252,68.0,93
48,48,HR2-48,410467.3829474215,6162571.00397198,68.0,93
49,49,HR2-49,410784.8447532909,6161655.446227591,68.0,93
50,50,HR2-50,408912.1248627789,6163048.415937356,68.0,93
51,51,HR2-51,409988.4554538986,6160224.539987674,68.0,93
52,52,HR2-52,411711.7419148117,6160727.469987244,68.0,93
53,53,HR2-53,411613.8698017103,6160042.916224279,68.0,93
54,54,HR2-54,408673.0563093496,6162162.796225334,68.0,93
55,55,HR2-55,411245.5984412181,6163130.354345672,68.0,93
56,56,HR2-56,409383.5734943721,6159439.155496366,68.0,93
57,57,HR2-57,409202.80059308006,6163895.903624187,68.0,93
58,58,HR2-58,409713.3543641993,6163699.752153904,68.0,93
59,59,HR2-59,410407.6716079436,6166320.193936888,68.0,93
60,60,HR2-60,410874.1076372758,6166032.341812625,68.0,93
61,61,HR2-61,411167.4187879966,6160831.215926457,68.0,93
62,62,HR2-62,410734.5343749778,6163307.742086626,68.0,93
63,63,HR2-63,412719.4918377432,6164881.856927511,68.0,93
64,64,HR2-64,413186.2307765481,6164594.255049902,68.0,93
65,65,HR2-65,411022.0551599452,6159368.484613806,68.0,93
66,66,HR2-66,408291.16436585423,6159480.489605962,68.0,93
67,67,HR2-67,410476.0579378408,6159398.092792644,68.0,93
68,68,HR2-68,411554.26053079776,6158652.584109013,68.0,93
69,69,HR2-69,411045.2627130021,6157920.812358356,68.0,93
70,70,HR2-70,408337.5659863983,6157679.723514802,68.0,93
71,71,HR2-71,408283.05177137855,6158590.056924073,68.0,93
72,72,HR2-72,408486.785030896,6161294.674849936,68.0,93
73,73,HR2-73,410544.3176549954,6164276.477877751,68.0,93
74,74,HR2-74,409930.005306798,6159427.881686749,68.0,93
75,75,HR2-75,412312.501113515,6167097.882015321,68.0,93
76,76,HR2-76,411889.5657075805,6167458.957001962,68.0,93
77,77,HR2-77,412240.7033203789,6166134.593194654,68.0,93
78,78,HR2-78,410916.6943830056,6167089.057508953,68.0,93
79,79,HR2-79,411806.03908899566,6166440.135467348,68.0,93
80,80,HR2-80,413130.4377151951,6165485.945239862,68.0,93
81,81,HR2-81,409961.497101957,6165550.089811104,68.0,93
82,82,HR2-82,413996.0192249126,6165728.538860666,68.0,93
83,83,HR2-83,412532.02048785175,6163382.743987753,68.0,93
84,84,HR2-84,413575.8015390048,6165180.2176473895,68.0,93
85,85,HR2-85,410045.0774947307,6164509.371855463,68.0,93
86,86,HR2-86,413572.4439025251,6166070.864045793,68.0,93
87,87,HR2-87,412735.94085894566,6166755.431134384,68.0,93
88,88,HR2-88,412360.5229757968,6164258.171241542,68.0,93
89,89,HR2-89,410438.885620488,6165280.558808746,68.0,93
90,90,HR2-90,411592.941681212,6157965.38765348,68.0,93
